"MESH","I","PL","S","INDEX"
"5340239413",5.040,0.49,0.01,-2
"5340239414",5.154,3.30,0.02,-2
"5340239423",5.027,0.38,0.01,-2
"5340239424",5.025,0.36,0.01,-2
"5340239513",5.023,0.35,0.01,-2
"5340239514",5.020,0.32,0.01,-2
"5340239523",5.162,0.01,0.01,-2
"5340239524",5.018,0.33,0.02,-2
"5340239613",5.160,0.01,0.01,-2
"5340239614",5.016,0.33,0.02,-2
"5340239623",5.015,0.32,0.02,-2
"5340239624",5.012,0.31,0.02,-2
"5340239713",5.153,5.21,0.06,-2
"5340239714",5.151,5.17,0.06,-2
"5340239723",5.147,5.08,0.06,-2
"5340239724",4.943,0.71,0.02,-2
"5340239813",4.989,0.50,0.01,-2
"5340239814",4.982,0.45,0.01,-2
"5340239823",4.976,0.40,0.01,-2
"5340239824",5.094,6.66,0.10,-2
"5340239913",5.111,0.38,0.03,-2
"5340239914",4.964,0.31,0.01,-2
"5340239923",4.958,0.26,0.01,-2
"5340239924",4.952,0.21,0.01,-2
"5340209641",5.851,57.63,0.27,-2
"5340209642",5.855,57.78,0.27,-2
"5340209731",5.859,57.94,0.27,-2
"5340209732",5.872,58.43,0.27,-2
"5340209741",5.871,18.01,0.08,-2
"5340209742",5.857,33.16,0.08,-2
"5340209831",5.852,33.01,0.08,-2
"5340209832",5.847,32.86,0.08,-2
"5340209931",5.807,52.04,0.18,-2
"5340209932",5.792,53.66,0.27,-2
"5340209941",5.777,53.15,0.27,-2
"5340209942",5.762,52.64,0.27,-2
"5340219031",5.774,45.60,0.23,-2
"5340219032",5.749,7.05,0.04,-2
"5340219041",5.731,6.65,0.03,-2
"5340219042",5.665,39.37,0.14,-2
"5340219431",5.594,8.61,0.05,-2
"5340219432",5.570,8.44,0.05,-2
"5340219441",5.536,8.20,0.05,-2
"5340219632",5.440,8.35,0.02,-2
"5340219741",5.345,0.00,0.00,-2
"5340219742",5.413,0.00,0.00,-2
"5340219842",5.420,6.16,0.03,-2
"5340219931",5.422,6.19,0.03,-2
"5340219941",5.404,5.93,0.03,-2
"5340229042",5.359,16.21,0.08,-2
"5340229232",5.344,15.68,0.08,-2
"5340229342",5.269,14.54,0.11,-2
"5340229531",5.264,14.42,0.11,-2
"5340229541",5.294,15.16,0.11,-2
"5340229742",5.218,20.55,0.23,-2
"5340229832",5.196,19.75,0.23,-2
"5340229841",5.186,19.38,0.23,-2
"5340229932",5.228,20.90,0.23,-2
"5340229941",5.253,21.78,0.23,-2
"5340229942",5.278,22.63,0.23,-2
"5340239032",5.320,0.00,0.00,-2
"5340239041",5.317,0.00,0.00,-2
"5340239042",5.308,3.55,0.01,-2
"5340239131",5.298,3.44,0.01,-2
"5340239132",5.288,3.32,0.01,-2
"5340239141",5.277,3.20,0.01,-2
"5340239142",5.143,2.81,0.02,-2
"5340239231",5.132,0.00,0.00,-2
"5340239232",5.263,1.92,0.02,-2
"5340239241",5.107,0.00,0.00,-2
"5340239242",5.235,0.11,0.02,-2
"5340239331",5.220,0.09,0.02,-2
"5340239332",4.991,0.00,0.00,-2
"5340239341",5.051,0.00,0.00,-2
"5340239342",5.044,0.00,0.00,-2
"5340239431",5.037,0.00,0.00,-2
"5340239432",5.152,3.27,0.02,-2
"5340239441",5.026,0.37,0.01,-2
"5340239442",5.025,0.36,0.01,-2
"5340239531",5.023,0.35,0.01,-2
"5340239532",5.021,0.34,0.02,-2
"5340239541",5.162,0.01,0.01,-2
"5340239542",5.017,0.33,0.02,-2
"5340239631",5.015,0.32,0.02,-2
"5340239632",5.155,0.01,0.01,-2
"5340239641",5.010,0.30,0.02,-2
"5340239642",5.008,0.30,0.02,-2
"5340239731",5.149,0.00,0.01,-2
"5340239732",5.147,5.08,0.06,-2
"5340239741",5.000,0.00,0.00,-2
"5340239742",5.136,4.84,0.06,-2
"5340239831",5.129,4.69,0.06,-2
"5340239832",4.979,0.00,0.00,-2
"5340239841",4.973,0.38,0.01,-2
"5340239842",4.984,2.54,0.07,-2
"5340239931",4.986,1.67,0.04,-2
"5340239932",5.104,0.32,0.03,-2
"5340239941",4.956,0.25,0.01,-2
"5340239942",4.950,0.20,0.01,-2
"5340249031",4.944,0.15,0.01,-2
"5340209643",5.841,56.74,0.28,-2
"5340209644",5.842,56.77,0.28,-2
"5340209733",5.844,56.84,0.28,-2
"5340209734",5.853,57.14,0.28,-2
"5340209743",5.844,56.84,0.28,-2
"5340209744",5.840,17.43,0.08,-2
"5340209833",5.836,32.53,0.08,-2
"5340209834",5.833,32.44,0.08,-2
"5340209844",5.808,31.68,0.08,-2
"5340209933",5.793,53.69,0.27,-2
"5340209934",5.778,53.19,0.27,-2
"5340209943",5.765,52.74,0.27,-2
"5340209944",5.754,52.36,0.27,-2
"5340219033",5.621,35.05,0.10,-2
"5340219034",5.832,42.50,0.10,-2
"5340219043",5.783,26.53,0.08,-2
"5340219044",5.715,45.24,0.16,-2
"5340219344",5.733,9.68,0.05,-2
"5340219634",5.450,8.51,0.02,-2
"5340219743",5.456,0.00,0.00,-2
"5340219744",5.440,0.00,0.00,-2
"5340219844",5.435,6.37,0.03,-2
"5340219934",5.423,6.20,0.03,-2
"5340229043",5.345,11.11,0.04,-2
"5340229534",5.291,15.09,0.11,-2
"5340229543",5.267,14.49,0.11,-2
"5340229744",5.219,20.58,0.23,-2
"5340229834",5.192,19.60,0.23,-2
"5340229944",5.286,22.89,0.23,-2
"5340239033",5.344,0.26,0.00,-2
"5340239034",5.210,-1.00,-1.00,-2
"5340239043",5.331,3.80,0.01,-2
"5340239044",5.112,1.09,0.01,-2
"5340239133",5.307,3.54,0.01,-2
"5340239134",5.294,3.39,0.01,-2
"5340239143",5.281,3.24,0.01,-2
"5340239144",5.146,2.86,0.02,-2
"5340239233",5.132,2.66,0.02,-2
"5340239234",5.262,1.90,0.02,-2
"5340239243",5.247,1.70,0.01,-2
"5340239244",5.089,0.00,0.00,-2
"5340239333",5.216,10.48,0.12,-2
"5340239334",5.057,0.00,0.00,-2
"5340239343",5.047,0.00,0.00,-2
"5340239344",5.040,0.00,0.00,-2
"5340239433",5.156,3.33,0.02,-2
"5340239434",5.028,0.00,0.00,-2
"5340239443",5.025,0.00,0.00,-2
"5340239444",5.024,0.00,0.00,-2
"5340239533",5.023,0.35,0.02,-2
"5340239534",5.022,0.35,0.02,-2
"5340239543",5.019,0.34,0.02,-2
"5340239544",5.015,0.32,0.02,-2
"5340239633",5.153,0.01,0.01,-2
"5340239634",5.148,0.00,0.01,-2
"5340239643",5.001,0.27,0.02,-2
"5340239644",4.998,0.26,0.02,-2
"5340239733",4.996,0.24,0.03,-2
"5340239734",5.136,4.84,0.06,-2
"5340239743",4.989,0.00,0.00,-2
"5340239744",5.126,4.62,0.06,-2
"5340239833",4.978,0.00,0.00,-2
"5340239834",5.094,4.09,0.04,-2
"5340239843",4.976,1.73,0.03,-2
"5340239844",5.107,4.19,0.06,-2
"5340239933",5.103,0.31,0.03,-2
"5340239934",4.956,0.25,0.01,-2
"5340239943",5.095,0.23,0.03,-2
"5340239944",4.947,0.17,0.01,-2
"5340249033",4.942,0.13,0.01,-2
"5340300621",5.830,56.36,0.28,-2
"5340300622",5.829,56.33,0.28,-2
"5340300711",5.828,56.29,0.28,-2
"5340300712",5.828,56.29,0.28,-2
"5340300721",5.823,23.13,0.08,-2
"5340300722",5.823,23.13,0.08,-2
"5340300811",5.820,23.08,0.08,-2
"5340300812",5.818,23.04,0.08,-2
"5340300822",5.794,35.89,0.11,-2
"5340300911",5.779,53.22,0.27,-2
"5340300912",5.765,52.74,0.27,-2
"5340300921",5.753,52.32,0.27,-2
"5340300922",5.746,52.08,0.27,-2
"5340310011",5.761,53.65,0.19,-2
"5340310012",5.788,39.78,0.11,-2
"5340310021",5.829,23.24,0.06,-2
"5340310111",5.780,10.30,0.09,-2
"5340310112",5.750,10.01,0.04,-2
"5340310121",5.646,47.01,0.20,-2
"5340310321",5.597,8.63,0.05,-2
"5340310322",5.555,8.33,0.05,-2
"5340310612",5.469,8.81,0.02,-2
"5340310721",5.465,0.00,0.00,-2
"5340310722",5.439,0.00,0.00,-2
"5340310822",5.221,10.41,0.06,-2
"5340320011",5.420,12.72,0.04,-2
"5340320622",5.216,11.44,0.08,-2
"5340320711",5.214,11.40,0.08,-2
"5340320721",5.208,11.28,0.08,-2
"5340320722",5.229,20.94,0.23,-2
"5340320922",5.283,22.79,0.23,-2
"5340330012",5.223,0.73,0.01,-2
"5340330021",5.345,3.95,0.01,-2
"5340330022",5.330,3.79,0.01,-2
"5340330111",5.316,3.64,0.01,-2
"5340330112",5.301,3.47,0.01,-2
"5340330121",5.286,3.30,0.01,-2
"5340330122",5.148,2.88,0.02,-2
"5340330211",5.133,2.68,0.02,-2
"5340330212",5.117,0.00,0.00,-2
"5340330221",5.101,0.00,0.00,-2
"5340330222",5.085,0.00,0.00,-2
"5340330311",5.212,10.34,0.12,-2
"5340330312",5.196,9.78,0.12,-2
"5340330321",5.043,0.00,0.00,-2
"5340330322",5.037,0.00,0.00,-2
"5340330411",5.153,3.28,0.02,-2
"5340330412",4.850,0.00,0.00,-2
"5340330421",5.023,0.00,0.00,-2
"5340330422",5.023,0.00,0.00,-2
"5340330511",5.023,0.35,0.02,-2
"5340330512",5.166,0.01,0.01,-2
"5340330521",5.020,0.34,0.02,-2
"5340330522",4.934,0.03,0.01,-2
"5340330611",5.148,0.00,0.01,-2
"5340330612",5.141,0.00,0.00,-2
"5340330621",4.927,0.00,0.00,-2
"5340330622",5.132,0.00,0.00,-2
"5340330711",4.985,0.14,0.01,-2
"5340330712",4.981,0.10,0.01,-2
"5340330721",5.121,4.51,0.06,-2
"5340330722",4.974,0.00,0.00,-2
"5340330811",5.092,4.04,0.04,-2
"5340330812",5.088,3.94,0.04,-2
"5340330821",5.105,4.15,0.06,-2
"5340330822",5.101,4.06,0.06,-2
"5340330911",5.098,3.99,0.06,-2
"5340330912",4.951,0.21,0.01,-2
"5340330921",4.948,0.18,0.01,-2
"5340330922",5.087,0.15,0.03,-2
"5340340011",4.940,0.12,0.01,-2
"5340340012",4.937,0.09,0.01,-2
"5340300623",5.819,55.98,0.28,-2
"5340300624",5.816,55.88,0.28,-2
"5340300713",5.813,55.78,0.28,-2
"5340300714",5.810,22.90,0.08,-2
"5340300723",5.808,22.87,0.08,-2
"5340300724",5.806,22.83,0.08,-2
"5340300813",5.804,22.80,0.08,-2
"5340300814",5.803,22.78,0.08,-2
"5340300824",5.780,35.46,0.11,-2
"5340300913",5.766,52.78,0.27,-2
"5340300914",5.751,52.25,0.27,-2
"5340300923",5.742,51.94,0.27,-2
"5340300924",5.702,50.49,0.27,-2
"5340310013",5.722,50.22,0.23,-2
"5340310014",5.747,37.58,0.11,-2
"5340310023",5.827,10.61,0.05,-2
"5340310123",5.696,49.47,0.20,-2
"5340310323",5.581,8.52,0.05,-2
"5340310623",5.512,9.45,0.02,-2
"5340310824",5.449,13.17,0.04,-2
"5340320013",5.418,12.67,0.04,-2
"5340320213",5.348,15.82,0.08,-2
"5340320813",5.213,16.91,0.18,-2
"5340320814",5.190,19.53,0.23,-2
"5340320924",5.269,22.32,0.23,-2
"5340330023",5.358,4.09,0.01,-2
"5340330024",5.341,3.91,0.01,-2
"5340330113",5.325,3.74,0.01,-2
"5340330114",5.308,3.55,0.01,-2
"5340330123",5.290,1.12,0.01,-2
"5340330124",5.273,0.96,0.01,-2
"5340330213",5.255,0.79,0.01,-2
"5340330214",5.115,2.42,0.02,-2
"5340330223",5.098,0.00,0.00,-2
"5340330224",5.225,0.10,0.02,-2
"5340330313",5.066,0.00,0.00,-2
"5340330314",5.192,0.04,0.02,-2
"5340330323",5.182,0.02,0.02,-2
"5340330324",5.034,0.00,0.00,-2
"5340330413",4.900,0.12,0.01,-2
"5340330414",4.831,0.00,0.00,-2
"5340330423",5.021,0.00,0.00,-2
"5340330424",5.022,0.00,0.00,-2
"5340330513",5.166,0.01,0.01,-2
"5340330514",5.024,0.35,0.02,-2
"5340330523",5.020,0.34,0.02,-2
"5340330524",5.010,0.30,0.02,-2
"5340330613",5.000,0.27,0.02,-2
"5340330614",4.991,0.23,0.02,-2
"5340330623",5.127,0.00,0.00,-2
"5340330624",5.122,0.00,0.00,-2
"5340330713",5.118,0.00,0.00,-2
"5340330714",4.970,0.80,0.10,-2
"5340330723",5.110,4.26,0.06,-2
"5340330724",5.107,4.19,0.06,-2
"5340330813",4.962,0.00,0.00,-2
"5340330814",4.959,0.00,0.00,-2
"5340330823",5.099,4.01,0.06,-2
"5340330824",5.096,3.94,0.05,-2
"5340330913",4.950,0.00,0.00,-2
"5340330914",5.090,3.81,0.05,-2
"5340330923",4.944,0.15,0.01,-2
"5340330924",5.084,0.12,0.03,-2
"5340340013",4.938,0.10,0.01,-2
"5340340014",4.936,0.08,0.01,-2
"5340340023",4.933,0.06,0.01,-2
"5340300641",5.818,50.88,0.17,-2
"5340300642",5.813,50.69,0.16,-2
"5340300731",5.807,22.85,0.08,-2
"5340300732",5.801,22.74,0.08,-2
"5340300741",5.798,22.69,0.08,-2
"5340300742",5.796,22.66,0.08,-2
"5340300842",5.771,35.19,0.11,-2
"5340300931",5.756,34.72,0.11,-2
"5340300932",5.741,51.90,0.27,-2
"5340300941",5.733,51.62,0.27,-2
"5340300942",5.609,33.44,0.20,-2
"5340310031",5.655,42.25,0.17,-2
"5340310032",5.695,39.87,0.17,-2
"5340310041",5.780,1.82,0.03,-2
"5340310142",5.609,45.09,0.20,-2
"5340310332",5.589,24.32,0.19,-2
"5340310442",5.538,8.21,0.05,-2
"5340310641",5.468,8.79,0.02,-2
"5340310741",5.474,17.12,0.05,-2
"5340310842",5.449,13.17,0.04,-2
"5340310942",5.422,12.43,0.04,-2
"5340320131",5.379,11.84,0.04,-2
"5340320142",5.361,16.28,0.08,-2
"5340320441",5.259,14.29,0.11,-2
"5340320841",5.203,16.31,0.18,-2
"5340320932",5.231,17.98,0.18,-2
"5340320941",5.244,18.74,0.18,-2
"5340320942",5.267,20.05,0.19,-2
"5340330042",5.338,3.88,0.01,-2
"5340330131",5.323,1.76,0.02,-2
"5340330132",5.071,1.78,0.02,-2
"5340330141",5.290,1.12,0.01,-2
"5340330142",5.272,0.95,0.01,-2
"5340330231",5.254,0.78,0.01,-2
"5340330232",5.236,0.00,0.00,-2
"5340330241",5.097,0.00,0.00,-2
"5340330242",5.224,0.09,0.02,-2
"5340330331",5.065,0.00,0.00,-2
"5340330332",5.192,0.04,0.02,-2
"5340330341",5.181,0.02,0.01,-2
"5340330342",5.033,0.00,0.00,-2
"5340330431",4.906,0.00,0.00,-2
"5340330432",5.145,1.57,0.01,-2
"5340330441",5.021,0.00,0.00,-2
"5340330442",5.021,0.00,0.00,-2
"5340330531",5.022,0.00,0.00,-2
"5340330532",5.022,0.35,0.02,-2
"5340330541",5.017,0.33,0.02,-2
"5340330542",5.007,0.29,0.02,-2
"5340330631",4.997,0.25,0.02,-2
"5340330632",4.987,0.16,0.01,-2
"5340330641",4.980,0.10,0.01,-2
"5340330642",5.119,0.00,0.00,-2
"5340330731",4.972,0.84,0.10,-2
"5340330732",4.967,0.76,0.09,-2
"5340330741",4.964,0.00,0.00,-2
"5340330742",5.105,4.15,0.06,-2
"5340330831",4.960,0.00,0.00,-2
"5340330832",4.931,0.00,0.00,-2
"5340330841",4.955,0.00,0.00,-2
"5340330842",5.094,3.90,0.05,-2
"5340330931",5.091,3.83,0.05,-2
"5340330932",5.087,0.00,0.00,-2
"5340330941",4.941,0.00,0.00,-2
"5340330942",4.939,0.00,0.00,-2
"5340340031",5.080,0.09,0.02,-2
"5340340032",4.935,0.08,0.01,-2
"5340340041",4.932,0.42,0.02,-2
"5340340042",4.927,0.34,0.02,-2
"5340300844",5.766,35.03,0.11,-2
"5340300933",5.751,34.56,0.11,-2
"5340300934",5.736,40.87,0.19,-2
"5340300943",5.728,40.56,0.19,-2
"5340300944",5.631,34.35,0.20,-2
"5340310033",5.602,9.37,0.05,-2
"5340310034",5.625,16.76,0.07,-2
"5340310043",5.763,26.34,0.10,-2
"5340310044",5.734,45.69,0.18,-2
"5340310334",5.613,24.67,0.19,-2
"5340310444",5.525,7.67,0.03,-2
"5340310543",5.509,16.80,0.09,-2
"5340310743",5.473,17.08,0.05,-2
"5340310844",5.449,10.72,0.03,-2
"5340310944",5.420,0.71,0.01,-2
"5340320044",5.392,12.11,0.04,-2
"5340320134",5.367,11.59,0.04,-2
"5340320743",5.180,14.89,0.18,-2
"5340320833",5.183,15.08,0.18,-2
"5340320844",5.190,15.51,0.18,-2
"5340320933",5.212,16.85,0.18,-2
"5340330044",5.037,0.00,0.00,-2
"5340330133",5.310,1.49,0.02,-2
"5340330134",5.178,3.28,0.02,-2
"5340330143",5.286,1.08,0.01,-2
"5340330144",5.268,0.92,0.01,-2
"5340330233",5.251,0.75,0.01,-2
"5340330234",5.234,0.00,0.00,-2
"5340330243",5.096,0.00,0.00,-2
"5340330244",5.081,0.00,0.00,-2
"5340330333",5.209,0.07,0.02,-2
"5340330334",5.052,0.00,0.00,-2
"5340330343",4.986,2.67,0.12,-2
"5340330344",5.158,11.37,0.15,-2
"5340330433",5.153,1.63,0.01,-2
"5340330434",5.025,0.00,0.00,-2
"5340330443",5.022,0.00,0.00,-2
"5340330444",5.020,0.00,0.00,-2
"5340330533",5.019,0.00,0.00,-2
"5340330534",5.017,0.33,0.02,-2
"5340330543",5.012,0.31,0.02,-2
"5340330544",5.004,0.28,0.02,-2
"5340330633",4.996,0.24,0.03,-2
"5340330634",4.988,0.17,0.01,-2
"5340330643",4.935,0.00,0.00,-2
"5340330644",4.979,0.98,0.10,-2
"5340330733",4.976,0.92,0.10,-2
"5340330734",4.973,0.86,0.10,-2
"5340330743",4.970,0.00,0.00,-2
"5340330744",4.967,0.00,0.00,-2
"5340330833",4.958,0.26,0.01,-2
"5340330834",4.960,0.00,0.00,-2
"5340330843",4.957,0.00,0.00,-2
"5340330844",4.952,0.00,0.00,-2
"5340330933",5.091,0.00,0.00,-2
"5340330934",4.943,0.00,0.00,-2
"5340330943",5.083,0.00,0.00,-2
"5340330944",4.939,0.00,0.00,-2
"5340340033",4.937,0.00,0.00,-2
"5340340034",5.078,0.09,0.02,-2
"5340340043",4.931,0.40,0.02,-2
"5340340044",4.925,0.31,0.02,-2
"5340301812",5.786,37.77,0.09,-2
"5340301821",5.661,33.24,0.09,-2
"5340301822",5.649,31.14,0.11,-2
"5340301911",5.746,34.41,0.11,-2
"5340301912",5.730,40.64,0.19,-2
"5340301921",5.620,35.99,0.19,-2
"5340301922",5.602,33.15,0.20,-2
"5340311011",5.582,10.87,0.09,-2
"5340311012",5.612,0.09,0.01,-2
"5340311312",5.772,26.76,0.19,-2
"5340311411",5.560,23.89,0.19,-2
"5340311521",5.503,16.56,0.09,-2
"5340311712",5.480,17.36,0.05,-2
"5340311812",5.264,5.34,0.03,-2
"5340311821",5.441,9.80,0.04,-2
"5340311922",5.425,0.73,0.01,-2
"5340321012",5.404,0.65,0.01,-2
"5340321911",5.200,16.13,0.18,-2
"5340331012",5.260,3.53,0.02,-2
"5340331021",5.313,4.53,0.03,-2
"5340331111",5.298,1.24,0.01,-2
"5340331112",5.292,1.15,0.01,-2
"5340331121",5.164,0.00,0.00,-2
"5340331122",5.265,0.89,0.01,-2
"5340331211",5.249,0.00,0.00,-2
"5340331212",5.233,0.00,0.00,-2
"5340331221",5.218,0.11,0.02,-2
"5340331222",5.082,0.00,0.00,-2
"5340331311",5.211,0.07,0.02,-2
"5340331312",5.198,0.05,0.02,-2
"5340331321",5.167,11.80,0.15,-2
"5340331322",5.161,11.52,0.15,-2
"5340331411",5.155,1.64,0.01,-2
"5340331412",5.027,0.00,0.00,-2
"5340331421",5.022,0.00,0.00,-2
"5340331422",5.162,0.01,0.01,-2
"5340331511",5.016,0.00,0.00,-2
"5340331512",5.012,0.31,0.02,-2
"5340331521",5.007,0.29,0.02,-2
"5340331522",5.001,0.29,0.03,-2
"5340331611",4.994,0.22,0.02,-2
"5340331612",4.988,0.17,0.01,-2
"5340331621",4.984,1.08,0.10,-2
"5340331622",4.943,0.38,0.09,-2
"5340331711",5.123,0.00,0.00,-2
"5340331712",4.978,0.96,0.10,-2
"5340331721",5.098,7.38,0.14,-2
"5340331722",4.971,0.00,0.00,-2
"5340331811",5.089,1.18,0.06,-2
"5340331812",5.085,1.11,0.06,-2
"5340331821",4.959,0.00,0.00,-2
"5340331822",4.953,0.00,0.00,-2
"5340331911",4.948,0.00,0.00,-2
"5340331912",5.086,0.00,0.00,-2
"5340331921",5.082,0.00,0.00,-2
"5340331922",5.081,0.00,0.00,-2
"5340341011",4.937,0.50,0.02,-2
"5340341012",4.935,0.47,0.02,-2
"5340341021",5.074,0.09,0.02,-2
"5340341022",4.923,0.28,0.02,-2
"5340341111",4.915,0.17,0.01,-2
"5340301713",5.798,50.12,0.16,-2
"5340301714",5.801,50.24,0.16,-2
"5340301723",5.792,49.89,0.16,-2
"5340301724",5.789,28.31,0.10,-2
"5340301813",5.786,28.25,0.10,-2
"5340301814",5.783,41.40,0.14,-2
"5340301823",5.726,39.69,0.14,-2
"5340301824",5.638,31.55,0.12,-2
"5340301913",5.614,28.70,0.14,-2
"5340301914",5.724,38.90,0.13,-2
"5340301923",5.595,27.71,0.07,-2
"5340301924",5.598,18.47,0.11,-2
"5340311013",5.572,17.70,0.11,-2
"5340311024",5.678,43.55,0.18,-2
"5340311313",5.657,25.29,0.19,-2
"5340311623",5.515,8.50,0.03,-2
"5340311624",5.375,6.44,0.03,-2
"5340311713",5.350,11.77,0.05,-2
"5340321014",5.400,0.64,0.01,-2
"5340321913",5.124,11.29,0.18,-2
"5340331014",5.245,3.29,0.02,-2
"5340331023",5.298,4.22,0.03,-2
"5340331113",5.163,0.12,0.01,-2
"5340331114",5.284,1.07,0.01,-2
"5340331123",5.276,0.99,0.01,-2
"5340331124",5.261,0.85,0.01,-2
"5340331213",5.246,0.00,0.00,-2
"5340331214",5.175,0.00,0.00,-2
"5340331223",5.178,0.05,0.02,-2
"5340331224",5.205,0.09,0.02,-2
"5340331313",5.070,0.00,0.00,-2
"5340331314",5.201,0.06,0.02,-2
"5340331323",5.170,4.50,0.03,-2
"5340331324",5.164,5.48,0.05,-2
"5340331413",5.157,5.25,0.05,-2
"5340331414",5.029,0.00,0.00,-2
"5340331423",5.023,0.00,0.00,-2
"5340331424",5.018,0.00,0.00,-2
"5340331513",5.013,0.00,0.00,-2
"5340331514",5.007,1.33,0.02,-2
"5340331523",5.145,0.00,0.01,-2
"5340331524",4.998,1.21,0.02,-2
"5340331613",4.993,1.14,0.02,-2
"5340331614",4.988,1.08,0.02,-2
"5340331623",5.128,0.00,0.00,-2
"5340331624",5.128,0.00,0.00,-2
"5340331713",5.127,0.00,0.00,-2
"5340331714",5.106,7.73,0.14,-2
"5340331723",5.103,7.60,0.14,-2
"5340331724",5.098,7.38,0.14,-2
"5340331813",5.093,1.26,0.06,-2
"5340331814",5.088,1.16,0.06,-2
"5340331823",4.961,0.00,0.00,-2
"5340331824",4.954,0.00,0.00,-2
"5340331913",4.948,0.00,0.00,-2
"5340331914",4.942,0.00,0.00,-2
"5340331923",5.081,0.00,0.00,-2
"5340331924",5.080,0.00,0.00,-2
"5340341013",5.079,0.00,0.00,-2
"5340341014",4.935,0.47,0.02,-2
"5340341023",4.930,0.39,0.02,-2
"5340341024",4.921,0.25,0.02,-2
"5340341113",4.911,0.14,0.01,-2
"5340341114",4.902,0.07,0.01,-2
"5340301641",5.843,51.95,0.17,-2
"5340301642",5.829,51.36,0.17,-2
"5340301731",5.814,50.73,0.16,-2
"5340301732",5.799,50.16,0.16,-2
"5340301741",5.790,28.33,0.10,-2
"5340301742",5.786,28.25,0.10,-2
"5340301831",5.811,28.77,0.10,-2
"5340301832",5.779,28.10,0.10,-2
"5340301841",5.770,36.23,0.09,-2
"5340301842",5.678,32.92,0.09,-2
"5340301931",5.741,35.22,0.09,-2
"5340301932",5.583,31.06,0.13,-2
"5340301941",5.680,31.94,0.07,-2
"5340301942",5.607,23.17,0.11,-2
"5340311031",5.594,7.85,0.09,-2
"5340311042",5.670,43.23,0.18,-2
"5340311242",5.671,4.28,0.02,-2
"5340311632",5.393,11.91,0.09,-2
"5340311832",5.240,2.18,0.01,-2
"5340311942",5.429,0.75,0.01,-2
"5340321031",5.425,0.73,0.01,-2
"5340321442",5.270,14.57,0.11,-2
"5340321842",5.203,16.31,0.18,-2
"5340321941",5.154,13.25,0.18,-2
"5340321942",5.162,1.83,0.02,-2
"5340331041",5.149,1.59,0.02,-2
"5340331131",5.262,3.57,0.02,-2
"5340331132",5.154,0.00,0.00,-2
"5340331141",5.147,0.00,0.00,-2
"5340331142",5.254,0.00,0.00,-2
"5340331231",5.240,0.00,0.00,-2
"5340331232",5.225,0.00,0.00,-2
"5340331241",5.212,0.10,0.02,-2
"5340331242",5.202,0.09,0.02,-2
"5340331331",5.070,2.22,0.06,-2
"5340331332",5.059,2.07,0.06,-2
"5340331341",5.172,4.55,0.03,-2
"5340331342",5.165,5.51,0.05,-2
"5340331431",5.027,1.73,0.02,-2
"5340331432",5.149,4.99,0.05,-2
"5340331441",5.021,0.00,0.00,-2
"5340331442",5.015,0.00,0.00,-2
"5340331531",5.010,1.37,0.02,-2
"5340331532",5.005,1.30,0.02,-2
"5340331541",5.001,1.25,0.02,-2
"5340331542",4.998,1.21,0.02,-2
"5340331631",4.995,1.17,0.02,-2
"5340331632",4.992,1.13,0.02,-2
"5340331641",4.991,1.12,0.02,-2
"5340331642",4.990,1.20,0.10,-2
"5340331731",4.990,1.20,0.10,-2
"5340331732",5.112,7.98,0.14,-2
"5340331741",4.992,2.68,0.12,-2
"5340331742",5.104,7.64,0.14,-2
"5340331831",5.099,7.43,0.14,-2
"5340331832",5.094,7.21,0.14,-2
"5340331841",4.966,0.00,0.00,-2
"5340331842",4.960,0.00,0.00,-2
"5340331931",4.954,0.00,0.00,-2
"5340331932",4.947,0.00,0.00,-2
"5340331941",4.942,0.00,0.00,-2
"5340331942",5.081,0.00,0.00,-2
"5340341031",5.077,0.00,0.00,-2
"5340341032",4.930,0.39,0.02,-2
"5340341041",4.924,0.30,0.02,-2
"5340341042",5.058,0.08,0.02,-2
"5340341131",5.050,0.00,0.00,-2
"5340341132",4.899,0.05,0.01,-2
"5340341141",4.893,0.00,0.01,-2
"5340301634",5.834,47.83,0.16,-2
"5340301643",5.831,47.72,0.16,-2
"5340301644",5.818,50.88,0.17,-2
"5340301734",5.794,49.96,0.16,-2
"5340301743",5.786,28.25,0.10,-2
"5340301744",5.782,28.16,0.10,-2
"5340301833",5.778,28.08,0.10,-2
"5340301834",5.807,31.42,0.13,-2
"5340301843",5.763,19.90,0.12,-2
"5340301844",5.757,35.78,0.09,-2
"5340301933",5.613,24.77,0.11,-2
"5340301934",5.748,23.26,0.07,-2
"5340301943",5.713,25.78,0.09,-2
"5340301944",5.670,33.13,0.09,-2
"5340311033",5.610,36.00,0.17,-2
"5340311243",5.669,4.26,0.02,-2
"5340311244",5.642,4.09,0.02,-2
"5340311344",5.725,8.58,0.03,-2
"5340311634",5.517,14.70,0.04,-2
"5340311834",5.407,7.39,0.03,-2
"5340311933",5.435,0.77,0.01,-2
"5340311943",5.432,0.76,0.01,-2
"5340311944",5.394,0.62,0.01,-2
"5340321133",5.395,0.62,0.01,-2
"5340321444",5.276,11.43,0.04,-2
"5340321843",5.194,15.76,0.18,-2
"5340321944",5.173,2.03,0.02,-2
"5340331033",5.192,2.37,0.02,-2
"5340331034",5.211,2.71,0.02,-2
"5340331043",5.273,3.75,0.02,-2
"5340331044",5.241,3.22,0.02,-2
"5340331143",5.138,0.00,0.00,-2
