"MESH","I","PL","S","INDEX"
"5339342844",6.029,10.50,0.11,-2
"5339342933",6.023,35.51,0.08,-2
"5339342934",6.210,38.71,0.09,-2
"5339342943",6.062,1.75,0.02,-2
"5339342944",6.083,9.30,0.01,-2
"5339352033",6.210,-1.00,-1.00,-2
"5339352043",6.210,-1.00,-1.00,-2
"5339352044",6.116,-1.00,-1.00,-2
"5339352233",6.161,8.39,0.01,-2
"5339352234",6.215,8.52,0.01,-2
"5339352243",6.210,2.73,0.01,-2
"5339352343",6.076,-1.00,-1.00,-2
"5339352344",6.145,-1.00,-1.00,-2
"5339352433",6.145,0.00,0.00,-2
"5339352434",6.132,0.00,0.00,-2
"5339352634",6.176,-1.00,-1.00,-2
"5339352834",6.104,12.28,0.02,-2
"5339352843",6.109,15.32,0.03,-2
"5339352943",6.238,28.19,0.06,-2
"5339352944",6.222,-1.00,-1.00,-2
"5339362033",6.233,-1.00,-1.00,-2
"5339362034",6.240,5.64,0.04,-2
"5339362043",6.232,5.62,0.04,-2
"5339362044",6.239,43.28,0.13,-2
"5339362133",6.386,44.90,0.13,-2
"5339362243",6.311,53.73,0.22,-2
"5339362244",6.426,55.45,0.22,-2
"5339362333",6.510,47.20,0.10,-2
"5339362334",6.322,44.72,0.10,-2
"5339362344",6.622,75.02,0.19,-2
"5339362433",6.622,0.00,0.00,-2
"5339362434",6.323,0.00,0.00,-2
"5339362443",6.310,0.00,0.00,-2
"5339362444",6.284,0.00,0.00,-2
"5339362533",6.259,0.00,0.00,-2
"5339362534",6.595,68.01,0.15,-2
"5339362543",6.577,0.00,0.00,-2
"5339323321",5.516,9.51,0.03,-2
"5339323322",5.545,3.70,0.01,-2
"5339323922",5.712,36.68,0.17,-2
"5339333022",5.693,20.41,0.04,-2
"5339333621",5.788,17.00,0.03,-2
"5339333922",5.785,39.94,0.09,-2
"5339343111",5.893,54.67,0.21,-2
"5339343112",5.897,0.00,0.00,-2
"5339343121",5.898,45.97,0.15,-2
"5339343622",5.932,35.86,0.06,-2
"5339343711",5.974,4.41,0.01,-2
"5339343712",5.991,0.00,0.00,-2
"5339343811",6.157,6.99,0.01,-2
"5339343812",6.162,9.40,0.01,-2
"5339343821",5.935,16.35,0.03,-2
"5339343822",6.016,-1.00,-1.00,-2
"5339343911",6.037,3.85,0.01,-2
"5339343912",6.016,0.54,0.00,-2
"5339343921",6.049,15.26,0.08,-2
"5339353012",6.206,0.03,0.01,-2
"5339353021",6.210,23.17,0.08,-2
"5339353022",6.119,-1.00,-1.00,-2
"5339353121",6.181,-1.00,-1.00,-2
"5339353122",6.154,13.59,0.02,-2
"5339353221",6.226,-1.00,-1.00,-2
"5339353412",6.144,-1.00,-1.00,-2
"5339353612",6.178,-1.00,-1.00,-2
"5339353912",6.249,5.10,0.01,-2
"5339353921",6.267,-1.00,-1.00,-2
"5339353922",6.217,-1.00,-1.00,-2
"5339363011",6.302,12.81,0.04,-2
"5339363012",6.316,11.86,0.04,-2
"5339363021",6.225,10.14,0.04,-2
"5339363022",6.231,10.16,0.04,-2
"5339363111",6.238,43.27,0.13,-2
"5339363212",6.404,27.53,0.06,-2
"5339363221",6.398,38.49,0.18,-2
"5339363222",6.434,31.13,0.13,-2
"5339363311",6.509,52.75,0.16,-2
"5339363312",6.492,0.00,0.00,-2
"5339363411",6.612,0.00,0.00,-2
"5339363412",6.712,0.00,0.00,-2
"5339363421",6.297,0.00,0.00,-2
"5339363422",6.593,0.00,0.00,-2
"5339363511",6.602,68.12,0.15,-2
"5339363512",6.582,67.82,0.15,-2
"5339313013",5.186,-1.00,-1.00,-2
"5339323224",5.377,0.00,0.00,-2
"5339323314",5.477,0.00,0.00,-2
"5339323323",5.510,0.00,0.00,-2
"5339323924",5.697,36.20,0.17,-2
"5339333024",5.780,22.58,0.04,-2
"5339333514",5.946,29.43,0.09,-2
"5339333623",5.773,16.83,0.03,-2
"5339333624",5.776,16.86,0.03,-2
"5339333713",5.771,16.80,0.03,-2
"5339333823",5.899,19.01,0.06,-2
"5339333824",5.893,21.19,0.11,-2
"5339333913",5.856,13.74,0.07,-2
"5339333923",5.819,18.14,0.12,-2
"5339343123",5.859,6.51,0.01,-2
"5339343413",5.913,-1.00,-1.00,-2
"5339343523",5.866,2.45,0.01,-2
"5339343524",5.904,1.21,0.00,-2
"5339343613",5.895,9.64,0.02,-2
"5339343614",5.859,-1.00,-1.00,-2
"5339343623",5.868,10.00,0.03,-2
"5339343624",5.918,3.93,0.02,-2
"5339343713",5.971,-1.00,-1.00,-2
"5339343714",5.947,-1.00,-1.00,-2
"5339343723",6.151,7.02,0.01,-2
"5339343724",5.940,-1.00,-1.00,-2
"5339343813",5.937,26.57,0.08,-2
"5339343814",5.901,17.32,0.04,-2
"5339343823",5.961,51.28,0.18,-2
"5339343824",6.022,39.46,0.20,-2
"5339343913",6.191,-1.00,-1.00,-2
"5339343914",6.054,-1.00,-1.00,-2
"5339353013",6.204,0.03,0.01,-2
"5339353014",6.128,0.00,0.00,-2
"5339353023",6.117,21.75,0.08,-2
"5339353114",6.168,-1.00,-1.00,-2
"5339353223",6.229,0.00,0.00,-2
"5339353414",6.144,0.00,0.00,-2
"5339353613",6.185,-1.00,-1.00,-2
"5339353824",6.243,11.53,0.04,-2
"5339353913",6.298,13.05,0.02,-2
"5339353914",6.090,4.59,0.01,-2
"5339353923",6.296,5.38,0.01,-2
"5339353924",6.211,-1.00,-1.00,-2
"5339363013",6.394,47.00,0.10,-2
"5339363014",6.365,23.61,0.03,-2
"5339363023",6.325,10.40,0.04,-2
"5339363024",6.224,10.14,0.04,-2
"5339363113",6.230,-1.00,-1.00,-2
"5339363214",6.400,42.39,0.18,-2
"5339363223",6.375,23.65,0.08,-2
"5339363224",6.285,30.08,0.13,-2
"5339363313",6.450,42.61,0.18,-2
"5339363314",6.292,0.00,0.00,-2
"5339363414",6.697,0.00,0.00,-2
"5339363423",6.655,0.00,0.00,-2
"5339363424",6.656,59.13,0.12,-2
"5339363513",6.627,0.00,0.00,-2
"5339363514",6.604,5.45,0.00,-2
"5339303942",5.219,-1.00,-1.00,-2
"5339323241",5.344,0.00,0.00,-2
"5339323242",5.387,0.00,0.00,-2
"5339323331",5.428,0.00,0.00,-2
"5339323732",5.968,53.62,0.17,-2
"5339323741",5.955,60.01,0.23,-2
"5339323742",5.925,50.48,0.15,-2
"5339323831",5.904,43.01,0.19,-2
"5339323832",5.860,22.64,0.07,-2
"5339333031",5.821,39.92,0.17,-2
"5339333032",5.823,58.57,0.24,-2
"5339333532",5.745,24.43,0.09,-2
"5339333731",5.767,16.75,0.03,-2
"5339333741",5.810,17.26,0.03,-2
"5339333932",5.828,18.27,0.12,-2
"5339343532",5.835,-1.00,-1.00,-2
"5339343541",5.857,2.28,0.01,-2
"5339343542",6.035,4.18,0.01,-2
"5339343631",5.869,6.42,0.01,-2
"5339343632",5.847,1.95,0.00,-2
"5339343641",5.851,3.67,0.01,-2
"5339343642",6.061,6.59,0.01,-2
"5339343731",5.960,0.49,0.00,-2
"5339343732",5.946,-1.00,-1.00,-2
"5339343741",5.976,7.96,0.01,-2
"5339343742",5.935,7.51,0.01,-2
"5339343831",6.122,19.37,0.04,-2
"5339343832",6.171,18.79,0.02,-2
"5339343841",5.965,25.61,0.05,-2
"5339343842",6.185,57.45,0.19,-2
"5339343942",6.086,15.87,0.04,-2
"5339353031",6.203,16.69,0.04,-2
"5339353032",6.098,-1.00,-1.00,-2
"5339353132",6.163,-1.00,-1.00,-2
"5339353432",6.152,0.00,0.00,-2
"5339353631",6.185,9.35,0.01,-2
"5339353841",6.414,-1.00,-1.00,-2
"5339353842",6.399,11.97,0.04,-2
"5339353931",6.302,13.07,0.02,-2
"5339353932",6.302,-1.00,-1.00,-2
"5339353941",6.288,4.61,0.01,-2
"5339353942",6.373,37.69,0.09,-2
"5339363031",6.409,46.55,0.09,-2
"5339363032",6.418,24.71,0.03,-2
"5339363041",6.211,22.48,0.03,-2
"5339363042",6.217,-1.00,-1.00,-2
"5339363131",6.384,-1.00,-1.00,-2
"5339363231",6.502,16.75,0.05,-2
"5339363232",6.429,35.78,0.08,-2
"5339363241",6.261,19.30,0.06,-2
"5339363242",6.266,46.62,0.08,-2
"5339363331",6.273,46.76,0.08,-2
"5339363332",6.276,46.82,0.08,-2
"5339363341",6.278,67.17,0.23,-2
"5339363441",6.647,0.00,0.00,-2
"5339363442",6.658,19.56,0.03,-2
"5339363641",6.658,0.00,0.00,-2
"5339363642",6.633,0.00,0.00,-2
"5339363731",6.613,0.00,0.00,-2
"5339303843",5.234,-1.00,-1.00,-2
"5339303844",5.269,-1.00,-1.00,-2
"5339303933",5.270,-1.00,-1.00,-2
"5339303943",5.261,-1.00,-1.00,-2
"5339303944",5.241,-1.00,-1.00,-2
"5339323843",5.799,20.63,0.09,-2
"5339323844",5.673,16.67,0.09,-2
"5339333043",5.713,25.79,0.06,-2
"5339333534",5.748,24.52,0.09,-2
"5339333743",5.790,32.01,0.10,-2
"5339333944",5.781,7.41,0.02,-2
"5339343134",5.866,0.00,0.00,-2
"5339343143",5.840,8.52,0.03,-2
"5339343144",5.818,1.01,0.00,-2
"5339343233",5.810,16.13,0.05,-2
"5339343234",5.776,0.00,0.00,-2
"5339343243",5.814,1.95,0.00,-2
"5339343244",5.830,0.00,0.00,-2
"5339343333",5.857,26.03,0.05,-2
"5339343334",5.860,4.30,0.01,-2
"5339343343",5.906,0.00,0.00,-2
"5339343344",5.920,0.49,0.00,-2
"5339343433",5.930,6.79,0.01,-2
"5339343434",5.952,2.03,0.01,-2
"5339343443",5.942,1.01,0.00,-2
"5339343444",5.868,-1.00,-1.00,-2
"5339343533",5.804,6.81,0.02,-2
"5339343534",5.826,-1.00,-1.00,-2
"5339343543",5.850,0.68,0.00,-2
"5339343544",5.885,8.82,0.02,-2
"5339343633",5.886,4.02,0.01,-2
"5339343634",5.876,1.31,0.00,-2
"5339343643",5.848,-1.00,-1.00,-2
"5339343644",5.871,-1.00,-1.00,-2
"5339343733",5.927,-1.00,-1.00,-2
"5339343734",6.124,1.22,0.00,-2
"5339343743",5.927,25.47,0.12,-2
"5339343744",5.921,9.16,0.01,-2
"5339343833",5.916,32.59,0.06,-2
"5339343834",6.164,-1.00,-1.00,-2
"5339343943",6.207,-1.00,-1.00,-2
"5339343944",6.206,-1.00,-1.00,-2
"5339353033",6.205,-1.00,-1.00,-2
"5339353134",6.141,1.77,0.00,-2
"5339353333",6.162,4.69,0.01,-2
"5339353434",6.139,0.00,0.00,-2
"5339353544",6.182,-1.00,-1.00,-2
"5339353843",6.414,29.33,0.07,-2
"5339353844",6.394,10.81,0.01,-2
"5339353933",6.299,7.85,0.01,-2
"5339353934",6.286,8.77,0.01,-2
"5339353943",6.269,8.96,0.02,-2
"5339353944",6.357,4.33,0.04,-2
"5339363033",6.441,0.00,0.00,-2
"5339363034",6.204,22.39,0.03,-2
"5339363043",6.360,26.80,0.05,-2
"5339363044",6.352,-1.00,-1.00,-2
"5339363233",6.229,52.02,0.13,-2
"5339363234",6.370,54.04,0.13,-2
"5339363243",6.340,19.65,0.06,-2
"5339363244",6.243,19.21,0.06,-2
"5339363333",6.251,46.32,0.08,-2
"5339363334",6.239,55.19,0.14,-2
"5339363343",6.445,70.45,0.23,-2
"5339363344",6.495,32.16,0.09,-2
"5339363643",6.647,0.00,0.00,-2
"5339363644",6.202,0.00,0.00,-2
"5339363733",6.183,0.00,0.00,-2
"5339304511",5.075,-1.00,-1.00,-2
"5339304921",5.288,-1.00,-1.00,-2
"5339304922",5.257,-1.00,-1.00,-2
"5339324812",5.667,16.49,0.09,-2
"5339324911",5.694,31.65,0.09,-2
"5339334021",5.796,27.53,0.06,-2
"5339334022",5.707,25.65,0.06,-2
"5339334512",5.743,24.38,0.09,-2
"5339334722",5.770,29.98,0.07,-2
"5339344022",5.887,24.66,0.10,-2
"5339344111",5.892,26.64,0.07,-2
"5339344121",5.864,37.47,0.17,-2
"5339344421",5.946,2.79,0.00,-2
"5339344422",5.889,0.95,0.00,-2
"5339344511",6.081,1.14,0.00,-2
"5339344512",6.073,-1.00,-1.00,-2
"5339344521",6.070,-1.00,-1.00,-2
"5339344522",5.906,-1.00,-1.00,-2
"5339344611",5.879,0.00,0.00,-2
"5339344612",5.873,3.73,0.01,-2
"5339344621",6.083,-1.00,-1.00,-2
"5339344622",5.866,-1.00,-1.00,-2
"5339344711",6.104,-1.00,-1.00,-2
"5339344712",6.114,1.19,0.00,-2
"5339344812",6.158,8.49,0.01,-2
"5339344821",6.128,0.00,0.00,-2
"5339344822",6.182,-1.00,-1.00,-2
"5339344911",6.195,15.77,0.03,-2
"5339344912",6.208,6.02,0.01,-2
"5339344921",6.086,-1.00,-1.00,-2
"5339344922",6.075,2.84,0.01,-2
"5339354011",6.077,-1.00,-1.00,-2
"5339354112",6.125,11.49,0.02,-2
"5339354212",6.186,9.41,0.01,-2
"5339354221",6.191,0.00,0.00,-2
"5339354321",6.145,7.89,0.01,-2
"5339354322",6.143,1.68,0.00,-2
"5339354411",6.138,1.67,0.00,-2
"5339354511",6.160,-1.00,-1.00,-2
"5339354512",6.157,9.17,0.01,-2
"5339354521",6.142,-1.00,-1.00,-2
"5339354522",6.113,-1.00,-1.00,-2
"5339354812",6.389,0.69,0.00,-2
"5339354821",6.404,-1.00,-1.00,-2
"5339354911",6.373,3.74,0.01,-2
"5339354912",6.248,-1.00,-1.00,-2
"5339354921",6.223,9.98,0.02,-2
"5339354922",6.316,59.63,0.15,-2
"5339364011",6.386,0.00,0.00,-2
"5339364012",6.363,7.90,0.03,-2
"5339364021",6.324,20.10,0.04,-2
"5339364121",6.216,15.19,0.05,-2
"5339364122",6.542,-1.00,-1.00,-2
"5339364211",6.479,35.87,0.11,-2
"5339364212",6.353,27.16,0.05,-2
"5339364221",6.317,30.16,0.11,-2
"5339364222",6.249,11.84,0.03,-2
"5339364311",6.224,31.29,0.04,-2
"5339364312",6.282,42.23,0.12,-2
"5339364321",6.248,9.94,0.02,-2
"5339364322",6.476,10.84,0.02,-2
"5339364612",6.239,21.20,0.06,-2
"5339364621",6.582,0.00,0.00,-2
"5339364622",6.565,0.00,0.00,-2
"5339364711",6.549,0.00,0.00,-2
"5339374121",6.106,62.35,0.18,-2
"5339374122",6.102,22.30,0.03,-2
"5339374211",6.098,22.25,0.03,-2
"5339304813",5.209,-1.00,-1.00,-2
"5339304814",5.238,-1.00,-1.00,-2
"5339304824",5.279,-1.00,-1.00,-2
"5339324024",5.266,0.00,0.00,-2
"5339324113",5.258,0.00,0.00,-2
"5339324623",5.613,42.28,0.17,-2
"5339324813",5.664,16.39,0.09,-2
"5339324913",5.675,13.78,0.02,-2
"5339334113",5.712,11.59,0.04,-2
"5339334514",5.742,-1.00,-1.00,-2
"5339334723",5.746,1.41,0.00,-2
"5339334724",5.729,0.88,0.00,-2
"5339334813",5.715,32.46,0.09,-2
"5339334923",5.767,-1.00,-1.00,-2
"5339344013",5.833,45.86,0.13,-2
"5339344223",5.787,56.20,0.21,-2
"5339344313",5.813,57.06,0.21,-2
"5339344413",5.906,34.94,0.08,-2
"5339344414",5.925,-1.00,-1.00,-2
"5339344423",5.911,0.00,0.00,-2
"5339344424",5.909,7.40,0.01,-2
"5339344513",6.078,3.24,0.01,-2
"5339344514",6.029,1.97,0.00,-2
"5339344523",5.842,5.27,0.01,-2
"5339344524",5.860,-1.00,-1.00,-2
"5339344613",5.874,0.23,0.00,-2
"5339344614",6.077,1.82,0.00,-2
"5339344723",6.114,9.29,0.02,-2
"5339344724",6.126,9.35,0.02,-2
"5339344813",6.139,1.06,0.00,-2
"5339344814",6.110,0.00,0.00,-2
"5339344823",6.124,0.00,0.00,-2
"5339344824",6.083,-1.00,-1.00,-2
"5339344913",6.132,3.01,0.00,-2
"5339344914",6.213,-1.00,-1.00,-2
"5339344923",6.219,-1.00,-1.00,-2
"5339344924",6.081,7.31,0.04,-2
"5339354214",6.177,9.38,0.01,-2
"5339354413",6.128,8.42,0.02,-2
"5339354424",6.131,-1.00,-1.00,-2
"5339354523",6.192,-1.00,-1.00,-2
"5339354813",6.366,0.00,0.00,-2
"5339354814",6.369,4.17,0.01,-2
"5339354823",6.379,3.31,0.00,-2
"5339354914",6.207,1.87,0.00,-2
"5339354923",6.211,29.80,0.08,-2
"5339354924",6.175,29.40,0.08,-2
"5339364013",6.274,27.76,0.03,-2
"5339364014",6.286,34.74,0.10,-2
"5339364023",6.272,0.00,0.00,-2
"5339364024",6.317,6.04,0.02,-2
"5339364123",6.549,16.02,0.05,-2
"5339364124",6.510,14.41,0.03,-2
"5339364213",6.371,22.59,0.05,-2
"5339364214",6.299,27.76,0.04,-2
"5339364223",6.184,26.06,0.04,-2
"5339364224",6.198,26.96,0.10,-2
"5339364313",6.228,27.18,0.10,-2
"5339364314",6.321,54.76,0.23,-2
"5339364323",6.345,4.95,0.01,-2
"5339364324",6.461,34.51,0.09,-2
"5339364613",6.553,20.92,0.06,-2
"5339364614",6.524,22.86,0.06,-2
"5339364623",6.466,0.00,0.00,-2
"5339364624",6.458,43.62,0.10,-2
"5339364713",6.508,18.26,0.05,-2
"5339374123",6.116,62.56,0.18,-2
"5339374124",6.108,22.39,0.03,-2
"5339374213",6.100,22.28,0.03,-2
"5339374214",6.093,22.18,0.03,-2
"5339304832",5.244,-1.00,-1.00,-2
"5339304841",5.266,-1.00,-1.00,-2
"5339324641",5.613,42.28,0.17,-2
"5339324742",5.652,40.78,0.14,-2
"5339324941",5.652,13.29,0.02,-2
"5339334131",5.749,11.88,0.04,-2
"5339334242",5.706,0.00,0.00,-2
"5339334332",5.716,-1.00,-1.00,-2
"5339334432",5.699,-1.00,-1.00,-2
"5339334441",5.696,-1.00,-1.00,-2
"5339334532",5.728,-1.00,-1.00,-2
"5339334832",5.729,32.45,0.08,-2
"5339344031",5.767,43.13,0.13,-2
"5339344132",5.893,14.28,0.10,-2
"5339344341",5.714,6.14,0.02,-2
"5339344342",5.730,-1.00,-1.00,-2
"5339344431",5.888,-1.00,-1.00,-2
"5339344432",5.907,3.47,0.01,-2
"5339344441",5.883,-1.00,-1.00,-2
"5339344442",5.880,0.00,0.00,-2
"5339344531",5.852,2.50,0.01,-2
"5339344532",5.909,8.82,0.02,-2
"5339344541",5.857,4.11,0.01,-2
"5339344542",6.071,-1.00,-1.00,-2
"5339344632",6.078,1.83,0.00,-2
"5339344641",6.082,-1.00,-1.00,-2
"5339344642",6.086,-1.00,-1.00,-2
"5339344731",6.090,-1.00,-1.00,-2
"5339344732",6.094,2.88,0.01,-2
"5339344741",6.103,2.90,0.01,-2
"5339344742",6.117,2.93,0.01,-2
"5339344841",6.161,1.11,0.00,-2
"5339344931",6.194,3.20,0.00,-2
"5339344932",6.136,-1.00,-1.00,-2
"5339354131",6.090,0.00,0.00,-2
"5339354231",6.156,2.56,0.01,-2
"5339354232",6.168,5.95,0.01,-2
"5339354431",6.108,0.00,0.00,-2
"5339354742",6.252,3.84,0.01,-2
"5339354831",6.356,4.05,0.01,-2
"5339354832",6.354,4.14,0.01,-2
"5339354841",6.371,5.44,0.01,-2
"5339354932",6.196,7.15,0.01,-2
"5339354941",6.155,18.74,0.04,-2
"5339354942",6.163,22.51,0.11,-2
"5339364031",6.189,0.00,0.00,-2
"5339364032",6.240,34.27,0.10,-2
"5339364041",6.270,13.62,0.02,-2
"5339364042",6.195,12.82,0.02,-2
"5339364132",6.548,0.00,0.00,-2
"5339364141",6.490,32.02,0.06,-2
"5339364142",6.379,27.87,0.04,-2
"5339364231",6.259,15.30,0.01,-2
"5339364232",6.286,23.31,0.06,-2
"5339364241",6.168,12.18,0.05,-2
"5339364242",6.252,31.73,0.07,-2
"5339364331",6.247,39.47,0.11,-2
"5339364332",6.217,53.02,0.14,-2
"5339364341",6.321,27.71,0.09,-2
"5339364342",6.414,68.87,0.27,-2
"5339364431",6.230,63.72,0.27,-2
"5339364631",6.519,34.15,0.09,-2
"5339364632",6.417,66.87,0.18,-2
"5339364641",6.321,47.74,0.21,-2
"5339364642",6.346,54.49,0.14,-2
"5339364731",6.420,25.53,0.05,-2
"5339374041",6.114,61.17,0.20,-2
"5339374042",6.118,61.27,0.20,-2
"5339374131",6.122,62.69,0.18,-2
"5339374141",6.122,62.69,0.18,-2
"5339374142",6.111,62.45,0.18,-2
"5339374231",6.100,22.28,0.03,-2
"5339374232",6.089,22.12,0.03,-2
"5339374241",6.079,21.97,0.03,-2
"5339304733",5.135,-1.00,-1.00,-2
"5339304734",5.141,-1.00,-1.00,-2
"5339314233",5.047,-1.00,-1.00,-2
"5339324433",5.478,0.00,0.00,-2
"5339324434",5.501,25.57,0.10,-2
"5339324634",5.597,41.65,0.17,-2
"5339324943",5.665,13.57,0.02,-2
"5339324944",5.679,0.00,0.00,-2
"5339334033",5.686,0.00,0.00,-2
"5339334034",5.778,0.00,0.00,-2
"5339334134",5.730,11.74,0.04,-2
"5339334244",5.695,0.00,0.00,-2
"5339334333",5.782,0.00,0.00,-2
"5339334334",5.792,26.47,0.06,-2
"5339334343",5.722,0.00,0.00,-2
"5339334344",5.721,0.00,0.00,-2
"5339334534",5.720,-1.00,-1.00,-2
"5339334843",5.745,9.63,0.02,-2
"5339344133",5.851,6.18,0.01,-2
"5339344334",5.816,10.75,0.03,-2
"5339344343",5.741,4.93,0.01,-2
"5339344344",5.733,1.41,0.00,-2
"5339344433",5.772,1.56,0.00,-2
"5339344434",6.068,0.00,0.00,-2
"5339344443",6.034,1.56,0.00,-2
"5339344444",5.865,3.85,0.01,-2
"5339344533",5.880,-1.00,-1.00,-2
"5339344534",5.859,1.14,0.00,-2
"5339344544",6.074,-1.00,-1.00,-2
"5339344633",6.077,-1.00,-1.00,-2
"5339344634",6.079,-1.00,-1.00,-2
"5339344643",6.081,1.83,0.00,-2
"5339344644",6.082,-1.00,-1.00,-2
"5339344733",6.083,-1.00,-1.00,-2
"5339344734",6.085,2.86,0.01,-2
"5339344743",6.093,2.88,0.01,-2
"5339344843",6.157,-1.00,-1.00,-2
"5339344933",6.186,-1.00,-1.00,-2
"5339354044",6.081,10.15,0.01,-2
"5339354443",6.121,-1.00,-1.00,-2
"5339354734",6.178,16.34,0.03,-2
"5339354743",6.240,5.54,0.01,-2
"5339354744",6.282,12.60,0.03,-2
"5339354833",6.318,10.38,0.02,-2
"5339354834",6.314,0.66,0.00,-2
"5339354934",6.158,29.40,0.09,-2
"5339354943",6.162,37.82,0.12,-2
"5339354944",6.191,45.87,0.10,-2
"5339364033",6.188,45.82,0.10,-2
"5339364034",6.249,2.53,0.01,-2
"5339364043",6.265,58.53,0.18,-2
"5339364044",6.188,57.22,0.18,-2
"5339364134",6.501,45.02,0.12,-2
"5339364143",6.484,29.09,0.05,-2
"5339364144",6.180,27.17,0.06,-2
"5339364233",6.243,28.03,0.06,-2
"5339364234",6.256,42.36,0.13,-2
"5339364243",6.233,12.44,0.05,-2
"5339364244",6.231,35.32,0.08,-2
"5339364333",6.234,55.52,0.11,-2
"5339364334",6.271,53.93,0.14,-2
"5339364343",6.316,24.68,0.11,-2
"5339364344",6.231,57.57,0.23,-2
"5339364433",6.234,57.62,0.23,-2
"5339364633",6.471,33.81,0.09,-2
"5339364634",6.225,57.41,0.15,-2
"5339364643",6.291,58.52,0.15,-2
"5339364644",6.321,56.82,0.12,-2
"5339364733",6.349,29.48,0.04,-2
"5339364944",6.139,52.20,0.19,-2
"5339374033",6.290,56.01,0.19,-2
"5339374034",6.279,64.86,0.20,-2
"5339374043",6.118,61.27,0.20,-2
"5339374044",6.122,61.37,0.20,-2
"5339374133",6.126,62.77,0.18,-2
"5339374134",6.130,62.86,0.18,-2
"5339374143",6.125,62.75,0.18,-2
"5339374144",6.110,62.43,0.18,-2
"5339374233",6.096,22.22,0.03,-2
"5339374234",6.082,22.02,0.03,-2
"5339374243",6.225,23.93,0.03,-2
"5339374244",6.065,21.77,0.03,-2
"5339305811",5.153,-1.00,-1.00,-2
"5339315122",5.061,-1.00,-1.00,-2
"5339325312",5.438,0.00,0.00,-2
"5339325612",5.598,41.69,0.17,-2
"5339325912",5.664,13.55,0.02,-2
"5339335012",5.700,0.00,0.00,-2
"5339335021",5.695,0.00,0.00,-2
"5339335112",5.737,11.79,0.04,-2
"5339335121",5.746,11.86,0.04,-2
"5339335321",5.822,50.83,0.15,-2
"5339335322",5.725,0.00,0.00,-2
"5339335411",5.717,0.00,0.00,-2
"5339335412",5.708,-1.00,-1.00,-2
"5339335512",5.713,-1.00,-1.00,-2
"5339345121",5.794,0.00,0.00,-2
"5339345311",5.843,20.11,0.04,-2
"5339345312",5.821,2.79,0.02,-2
"5339345321",5.732,-1.00,-1.00,-2
"5339345322",5.750,-1.00,-1.00,-2
"5339345411",5.763,50.71,0.17,-2
"5339345412",6.002,57.11,0.17,-2
"5339345421",5.869,3.15,0.01,-2
"5339345422",5.882,-1.00,-1.00,-2
"5339345511",5.904,10.04,0.03,-2
"5339345512",6.073,-1.00,-1.00,-2
"5339345521",6.076,-1.00,-1.00,-2
"5339345522",6.077,-1.00,-1.00,-2
"5339345612",6.080,-1.00,-1.00,-2
"5339345621",6.080,-1.00,-1.00,-2
"5339345622",6.078,-1.00,-1.00,-2
"5339345711",6.077,-1.00,-1.00,-2
"5339345712",6.075,-1.00,-1.00,-2
"5339355021",6.089,-1.00,-1.00,-2
"5339355122",6.059,-1.00,-1.00,-2
"5339355421",6.097,-1.00,-1.00,-2
"5339355711",6.196,2.47,0.01,-2
"5339355712",6.172,39.60,0.09,-2
"5339355721",6.188,7.80,0.02,-2
"5339355722",6.280,5.19,0.01,-2
"5339355811",6.306,-1.00,-1.00,-2
"5339355812",6.228,0.63,0.00,-2
"5339355911",6.170,7.67,0.04,-2
"5339355912",6.187,7.70,0.04,-2
"5339355921",6.161,9.94,0.02,-2
"5339355922",6.195,11.88,0.02,-2
"5339365011",6.191,15.95,0.04,-2
"5339365012",6.228,25.09,0.07,-2
"5339365021",6.230,30.57,0.08,-2
"5339365022",6.234,46.75,0.08,-2
"5339365112",6.496,24.50,0.07,-2
"5339365121",6.446,28.04,0.06,-2
"5339365122",6.174,40.26,0.15,-2
"5339365211",6.215,27.65,0.06,-2
"5339365212",6.189,68.23,0.24,-2
"5339365221",6.203,1.78,0.01,-2
"5339365222",6.168,12.99,0.03,-2
"5339365311",6.197,55.84,0.16,-2
"5339365312",6.228,27.37,0.05,-2
"5339365321",6.263,15.86,0.05,-2
"5339365322",6.323,59.23,0.21,-2
"5339365411",6.385,60.22,0.21,-2
"5339365611",6.220,48.16,0.14,-2
"5339365612",6.277,49.04,0.14,-2
"5339365621",6.195,56.88,0.15,-2
"5339365622",6.282,18.94,0.03,-2
"5339365711",6.342,37.67,0.05,-2
"5339365922",6.313,34.22,0.09,-2
"5339375011",6.299,71.54,0.22,-2
"5339375012",6.291,39.19,0.12,-2
"5339375021",6.122,36.63,0.12,-2
"5339375022",6.126,36.70,0.12,-2
"5339375111",6.130,62.86,0.18,-2
"5339375112",6.318,66.41,0.18,-2
"5339375121",6.127,62.79,0.18,-2
"5339375122",6.110,60.42,0.16,-2
"5339375211",6.093,22.18,0.03,-2
"5339375212",6.076,21.93,0.03,-2
"5339375221",6.064,21.75,0.03,-2
"5339375222",6.059,21.68,0.03,-2
"5339375311",6.054,56.99,0.15,-2
"5339315124",5.054,-1.00,-1.00,-2
"5339325323",5.466,-1.00,-1.00,-2
"5339325423",5.506,5.12,0.01,-2
"5339325614",5.580,11.41,0.03,-2
"5339325824",5.665,13.57,0.02,-2
"5339325913",5.664,13.55,0.02,-2
"5339335023",5.693,0.00,0.00,-2
"5339335024",5.715,0.00,0.00,-2
"5339335113",5.722,11.67,0.04,-2
"5339335114",5.733,5.41,0.03,-2
